episode,qlearning_reward,qlearning_length,qlearning_success,qlearning_eps,prospect_reward,prospect_length,prospect_success,prospect_eps,sarsa_reward,sarsa_length,sarsa_success,sarsa_eps,double_q_reward,double_q_length,double_q_success,double_q_eps,ucb_reward,ucb_length,ucb_success,ucb_eps,expected_sarsa_reward,expected_sarsa_length,expected_sarsa_success,expected_sarsa_eps
1018,-144.5781,180,0,0.010000,-144.2726,180,0,0.328610,-144.5905,180,0,0.090337,-144.5814,180,0,0.010000,-144.5864,180,0,0.000000,-144.5416,180,0,0.013761
1019,-144.5837,180,0,0.010000,-144.1957,180,0,0.328251,-144.5828,180,0,0.090124,-144.5538,180,0,0.010000,-144.5334,180,0,0.000000,-144.5782,180,0,0.013703
1020,-144.6385,180,0,0.010000,-144.2343,180,0,0.327892,-144.5091,180,0,0.089911,-144.5482,180,0,0.010000,-144.5385,180,0,0.000000,-144.5857,180,0,0.013645
1021,-144.6535,180,0,0.010000,-144.2323,180,0,0.327534,-144.5160,180,0,0.089699,-144.5423,180,0,0.010000,-144.6043,180,0,0.000000,-144.6507,180,0,0.013588
1022,-144.5834,180,0,0.010000,-144.2586,180,0,0.327176,-144.5461,180,0,0.089488,-144.5655,180,0,0.010000,-144.5982,180,0,0.000000,-144.5418,180,0,0.013531
1023,-144.5574,180,0,0.010000,-144.2123,180,0,0.326819,-144.5005,180,0,0.089277,-144.5878,180,0,0.010000,-144.6617,180,0,0.000000,-144.5679,180,0,0.013474
1024,-144.6708,180,0,0.010000,-144.2699,180,0,0.326462,-144.5200,180,0,0.089066,-144.5876,180,0,0.010000,-144.5068,180,0,0.000000,-144.5766,180,0,0.013417
1025,-144.5638,180,0,0.010000,-144.2673,180,0,0.326105,-144.6028,180,0,0.088856,-144.5555,180,0,0.010000,-144.6128,180,0,0.000000,-144.5140,180,0,0.013361
1026,-144.5527,180,0,0.010000,-144.1839,180,0,0.325749,-144.6131,180,0,0.088646,-144.5589,180,0,0.010000,-144.5253,180,0,0.000000,-144.5701,180,0,0.013305
1027,-144.6241,180,0,0.010000,-144.2537,180,0,0.325393,-144.5221,180,0,0.088437,-144.5533,180,0,0.010000,-144.5765,180,0,0.000000,-144.5886,180,0,0.013249
1028,-144.5704,180,0,0.010000,-144.2582,180,0,0.325037,-144.5676,180,0,0.088229,-144.5327,180,0,0.010000,-144.5096,180,0,0.000000,-144.5492,180,0,0.013193
1029,-144.5945,180,0,0.010000,-144.2296,180,0,0.324682,-144.5680,180,0,0.088020,-144.5172,180,0,0.010000,-144.6226,180,0,0.000000,-144.5248,180,0,0.013138
1030,-144.5924,180,0,0.010000,-144.2770,180,0,0.324327,-144.5648,180,0,0.087813,-144.6300,180,0,0.010000,-144.5723,180,0,0.000000,-144.5695,180,0,0.013083
1031,-144.5517,180,0,0.010000,-144.2521,180,0,0.323973,-144.5330,180,0,0.087606,-144.5872,180,0,0.010000,-144.5802,180,0,0.000000,-144.6236,180,0,0.013028
1032,-144.6065,180,0,0.010000,-144.1638,180,0,0.323619,-144.6716,180,0,0.087399,-144.5697,180,0,0.010000,-144.5367,180,0,0.000000,-144.5609,180,0,0.012973
1033,-144.5247,180,0,0.010000,-144.2999,180,0,0.323265,-144.6035,180,0,0.087193,-144.5274,180,0,0.010000,-144.5865,180,0,0.000000,-144.5025,180,0,0.012919
1034,-144.5369,180,0,0.010000,-144.2514,180,0,0.322912,-144.5636,180,0,0.086987,-144.5421,180,0,0.010000,-144.6050,180,0,0.000000,-144.5880,180,0,0.012864
1035,-144.5546,180,0,0.010000,-144.2092,180,0,0.322559,-144.5904,180,0,0.086782,-144.5917,180,0,0.010000,-144.6101,180,0,0.000000,-144.5370,180,0,0.012810
1036,-144.5297,180,0,0.010000,-144.2834,180,0,0.322207,-144.5561,180,0,0.086577,-144.5112,180,0,0.010000,-144.5351,180,0,0.000000,-144.5599,180,0,0.012756
1037,-144.5640,180,0,0.010000,-144.2186,180,0,0.321855,-144.6230,180,0,0.086373,-144.5486,180,0,0.010000,-144.5753,180,0,0.000000,-144.5729,180,0,0.012703
1038,-144.6463,180,0,0.010000,-144.2536,180,0,0.321503,-144.6168,180,0,0.086169,-144.5740,180,0,0.010000,-144.5821,180,0,0.000000,-144.5059,180,0,0.012649
1039,-144.6159,180,0,0.010000,-144.2631,180,0,0.321152,-144.5198,180,0,0.085966,-144.6048,180,0,0.010000,-144.5510,180,0,0.000000,-144.5964,180,0,0.012596
1040,-144.5757,180,0,0.010000,-144.2747,180,0,0.320801,-144.5725,180,0,0.085763,-144.5049,180,0,0.010000,-144.5981,180,0,0.000000,-144.6333,180,0,0.012543
1041,-144.5133,180,0,0.010000,-144.1932,180,0,0.320451,-144.6268,180,0,0.085561,-144.6155,180,0,0.010000,-144.6143,180,0,0.000000,-144.5525,180,0,0.012491
1042,-144.5368,180,0,0.010000,-144.2111,180,0,0.320100,-144.5402,180,0,0.085359,-144.5396,180,0,0.010000,-144.5358,180,0,0.000000,-144.5916,180,0,0.012438
1043,-144.6692,180,0,0.010000,-144.2360,180,0,0.319751,-144.5947,180,0,0.085158,-144.5980,180,0,0.010000,-144.5628,180,0,0.000000,-144.6116,180,0,0.012386
1044,-144.6752,180,0,0.010000,-144.1984,180,0,0.319401,-144.5692,180,0,0.084957,-144.6246,180,0,0.010000,-144.5425,180,0,0.000000,-144.5766,180,0,0.012334
1045,-144.6705,180,0,0.010000,-144.2430,180,0,0.319052,-144.5654,180,0,0.084756,-144.6110,180,0,0.010000,-144.5563,180,0,0.000000,-144.5614,180,0,0.012282
1046,-144.5773,180,0,0.010000,-144.2557,180,0,0.318704,-144.5390,180,0,0.084557,-144.6324,180,0,0.010000,-144.5641,180,0,0.000000,-144.5988,180,0,0.012231
1047,-144.6021,180,0,0.010000,-144.1827,180,0,0.318355,-144.5457,180,0,0.084357,-144.5918,180,0,0.010000,-144.5710,180,0,0.000000,-144.5396,180,0,0.012179
1048,-144.5825,180,0,0.010000,-144.2468,180,0,0.318008,-144.5814,180,0,0.084158,-144.6186,180,0,0.010000,-144.5213,180,0,0.000000,-144.6320,180,0,0.012128
1049,-144.5812,180,0,0.010000,-144.2027,180,0,0.317660,-144.5854,180,0,0.083960,-144.5356,180,0,0.010000,-144.6061,180,0,0.000000,-144.5257,180,0,0.012077
1050,-144.5327,180,0,0.010000,-144.2463,180,0,0.317313,-144.5684,180,0,0.083762,-144.5554,180,0,0.010000,-144.5829,180,0,0.000000,-144.5784,180,0,0.012026
1051,-144.5993,180,0,0.010000,-144.2006,180,0,0.316966,-144.5352,180,0,0.083564,-144.5898,180,0,0.010000,-144.5196,180,0,0.000000,-144.5752,180,0,0.011976
1052,-144.6225,180,0,0.010000,-144.1911,180,0,0.316620,-144.5489,180,0,0.083367,-144.6017,180,0,0.010000,-144.5764,180,0,0.000000,-144.5691,180,0,0.011925
1053,-144.5539,180,0,0.010000,-144.1986,180,0,0.316274,-144.5589,180,0,0.083170,-144.5945,180,0,0.010000,-144.5864,180,0,0.000000,-144.5200,180,0,0.011875
1054,-144.6216,180,0,0.010000,-144.2391,180,0,0.315929,-144.5059,180,0,0.082974,-144.5596,180,0,0.010000,-144.5418,180,0,0.000000,-144.5739,180,0,0.011825
1055,-144.5316,180,0,0.010000,-144.2509,180,0,0.315583,-144.5528,180,0,0.082778,-144.5632,180,0,0.010000,-144.6029,180,0,0.000000,-144.5744,180,0,0.011776
1056,-144.5448,180,0,0.010000,-144.2140,180,0,0.315239,-144.5569,180,0,0.082583,-144.5632,180,0,0.010000,-144.5906,180,0,0.000000,-144.5369,180,0,0.011726
1057,-144.5887,180,0,0.010000,-144.1749,180,0,0.314894,-144.5735,180,0,0.082388,-144.5519,180,0,0.010000,-144.5324,180,0,0.000000,-144.5252,180,0,0.011677
1058,-144.5647,180,0,0.010000,-144.2075,180,0,0.314550,-144.5464,180,0,0.082194,-144.5937,180,0,0.010000,-144.6358,180,0,0.000000,-144.5897,180,0,0.011628
1059,-144.5977,180,0,0.010000,-144.2741,180,0,0.314206,-144.5401,180,0,0.082000,-144.5835,180,0,0.010000,-144.6235,180,0,0.000000,-144.5482,180,0,0.011579
1060,-144.6033,180,0,0.010000,-144.2482,180,0,0.313863,-144.6002,180,0,0.081807,-144.5187,180,0,0.010000,-144.6081,180,0,0.000000,-144.5584,180,0,0.011530
1061,-144.5982,180,0,0.010000,-144.2757,180,0,0.313520,-144.5304,180,0,0.081614,-144.5535,180,0,0.010000,-144.5488,180,0,0.000000,-144.5816,180,0,0.011482
1062,-144.6487,180,0,0.010000,-144.1714,180,0,0.313178,-144.5457,180,0,0.081421,-144.6172,180,0,0.010000,-144.5285,180,0,0.000000,-144.6058,180,0,0.011434
1063,-144.6268,180,0,0.010000,-144.1977,180,0,0.312835,-144.5396,180,0,0.081229,-144.5769,180,0,0.010000,-144.5823,180,0,0.000000,-144.5654,180,0,0.011386
1064,-144.6033,180,0,0.010000,-144.2395,180,0,0.312494,-144.5890,180,0,0.081037,-144.6246,180,0,0.010000,-144.5771,180,0,0.000000,-144.5639,180,0,0.011338
1065,-144.6209,180,0,0.010000,-144.1859,180,0,0.312152,-144.5823,180,0,0.080846,-144.6057,180,0,0.010000,-144.5308,180,0,0.000000,-144.5658,180,0,0.011290
1066,-144.5582,180,0,0.010000,-144.1935,180,0,0.311811,-144.6139,180,0,0.080655,-144.6333,180,0,0.010000,-144.5399,180,0,0.000000,-144.5373,180,0,0.011243
1067,-144.5501,180,0,0.010000,-144.1855,180,0,0.311470,-144.6463,180,0,0.080465,-144.5369,180,0,0.010000,-144.5651,180,0,0.000000,-144.6011,180,0,0.011196
1068,-144.5844,180,0,0.010000,-144.1907,180,0,0.311130,-144.5593,180,0,0.080275,-144.5874,180,0,0.010000,-144.6449,180,0,0.000000,-144.5841,180,0,0.011149
1069,-144.5578,180,0,0.010000,-144.1947,180,0,0.310790,-144.5391,180,0,0.080086,-144.5608,180,0,0.010000,-144.5658,180,0,0.000000,-144.5556,180,0,0.011102
1070,-144.6642,180,0,0.010000,-144.1879,180,0,0.310451,-144.5495,180,0,0.079897,-144.5625,180,0,0.010000,-144.6038,180,0,0.000000,-144.5335,180,0,0.011055
1071,-144.5690,180,0,0.010000,-144.2193,180,0,0.310111,-144.6414,180,0,0.079709,-144.5738,180,0,0.010000,-144.5531,180,0,0.000000,-144.6254,180,0,0.011009
1072,-144.5629,180,0,0.010000,-144.2179,180,0,0.309773,-144.5724,180,0,0.079521,-144.5809,180,0,0.010000,-144.5175,180,0,0.000000,-144.5697,180,0,0.010962
1073,-144.5490,180,0,0.010000,-144.2429,180,0,0.309434,-144.5240,180,0,0.079333,-144.5930,180,0,0.010000,-144.5687,180,0,0.000000,-144.5727,180,0,0.010916
1074,-144.6397,180,0,0.010000,-144.2194,180,0,0.309096,-144.5943,180,0,0.079146,-144.5387,180,0,0.010000,-144.6092,180,0,0.000000,-144.5940,180,0,0.010870
1075,-144.5948,180,0,0.010000,-144.2520,180,0,0.308758,-144.4763,180,0,0.078959,-144.5785,180,0,0.010000,-144.5065,180,0,0.000000,-144.6514,180,0,0.010825
1076,-144.6064,180,0,0.010000,-144.2448,180,0,0.308421,-144.5060,180,0,0.078773,-144.5090,180,0,0.010000,-144.6329,180,0,0.000000,-144.5655,180,0,0.010779
1077,-144.5786,180,0,0.010000,-144.1413,180,0,0.308084,-144.5819,180,0,0.078587,-144.5512,180,0,0.010000,-144.5988,180,0,0.000000,-144.5367,180,0,0.010734
1078,-144.6531,180,0,0.010000,-144.2943,180,0,0.307747,-144.5261,180,0,0.078402,-144.6132,180,0,0.010000,-144.5537,180,0,0.000000,-144.5823,180,0,0.010689
1079,-144.5572,180,0,0.010000,-144.1873,180,0,0.307411,-144.5707,180,0,0.078217,-144.5320,180,0,0.010000,-144.5778,180,0,0.000000,-144.5823,180,0,0.010644
1080,-144.6350,180,0,0.010000,-144.2166,180,0,0.307075,-144.5967,180,0,0.078032,-144.5483,180,0,0.010000,-144.5666,180,0,0.000000,-144.5535,180,0,0.010599
1081,-144.5898,180,0,0.010000,-144.2306,180,0,0.306740,-144.6126,180,0,0.077848,-144.5633,180,0,0.010000,-144.5473,180,0,0.000000,-144.5769,180,0,0.010555
1082,-144.5782,180,0,0.010000,-144.2300,180,0,0.306405,-144.5203,180,0,0.077665,-144.5827,180,0,0.010000,-144.5519,180,0,0.000000,-144.4788,180,0,0.010510
1083,-144.5510,180,0,0.010000,-144.1522,180,0,0.306070,-144.5846,180,0,0.077481,-144.5916,180,0,0.010000,-144.5476,180,0,0.000000,-144.5920,180,0,0.010466
1084,-144.5685,180,0,0.010000,-144.2216,180,0,0.305735,-144.5868,180,0,0.077299,-144.5264,180,0,0.010000,-144.5525,180,0,0.000000,-144.5809,180,0,0.010422
1085,-144.6213,180,0,0.010000,-144.2152,180,0,0.305401,-144.5612,180,0,0.077116,-144.5660,180,0,0.010000,-144.6100,180,0,0.000000,-144.5076,180,0,0.010379
1086,-144.6177,180,0,0.010000,-144.2842,180,0,0.305068,-144.5969,180,0,0.076934,-144.5683,180,0,0.010000,-144.5777,180,0,0.000000,-144.5401,180,0,0.010335
1087,-144.5872,180,0,0.010000,-144.2084,180,0,0.304734,-144.5662,180,0,0.076753,-144.5655,180,0,0.010000,-144.5758,180,0,0.000000,-144.6106,180,0,0.010291
1088,-144.5866,180,0,0.010000,-144.1752,180,0,0.304401,-144.6188,180,0,0.076572,-144.5489,180,0,0.010000,-144.6097,180,0,0.000000,-144.5465,180,0,0.010248
1089,-144.6187,180,0,0.010000,-144.2526,180,0,0.304069,-144.5961,180,0,0.076391,-144.5860,180,0,0.010000,-144.5057,180,0,0.000000,-144.5493,180,0,0.010205
1090,-144.6177,180,0,0.010000,-144.2259,180,0,0.303737,-144.6286,180,0,0.076211,-144.6103,180,0,0.010000,-144.5644,180,0,0.000000,-144.6090,180,0,0.010162
1091,-144.5579,180,0,0.010000,-144.2846,180,0,0.303405,-144.6137,180,0,0.076031,-144.6200,180,0,0.010000,-144.5535,180,0,0.000000,-144.5291,180,0,0.010120
1092,-144.6202,180,0,0.010000,-144.2631,180,0,0.303073,-144.5734,180,0,0.075852,-144.5816,180,0,0.010000,-144.5645,180,0,0.000000,-144.5694,180,0,0.010077
1093,-144.6798,180,0,0.010000,-144.1716,180,0,0.302742,-144.5004,180,0,0.075673,-144.5321,180,0,0.010000,-144.5858,180,0,0.000000,-144.5819,180,0,0.010035
1094,-144.6337,180,0,0.010000,-144.1826,180,0,0.302411,-144.6348,180,0,0.075494,-144.5486,180,0,0.010000,-144.5357,180,0,0.000000,-144.5931,180,0,0.010000
1095,-144.5529,180,0,0.010000,-144.1570,180,0,0.302081,-144.5929,180,0,0.075316,-144.6140,180,0,0.010000,-144.5444,180,0,0.000000,-144.6144,180,0,0.010000
1096,-144.5760,180,0,0.010000,-144.2236,180,0,0.301751,-144.5749,180,0,0.075139,-144.6384,180,0,0.010000,-144.5597,180,0,0.000000,-144.6091,180,0,0.010000
1097,-144.5905,180,0,0.010000,-144.2779,180,0,0.301421,-144.5366,180,0,0.074961,-144.6010,180,0,0.010000,-144.6101,180,0,0.000000,-144.5747,180,0,0.010000
1098,-144.6279,180,0,0.010000,-144.2506,180,0,0.301092,-144.5154,180,0,0.074785,-144.4978,180,0,0.010000,-144.6195,180,0,0.000000,-144.6037,180,0,0.010000
1099,-144.5861,180,0,0.010000,-144.2641,180,0,0.300763,-144.5896,180,0,0.074608,-144.5805,180,0,0.010000,-144.5411,180,0,0.000000,-144.5307,180,0,0.010000
1100,-144.6326,180,0,0.010000,-144.2155,180,0,0.300434,-144.6275,180,0,0.074432,-144.5854,180,0,0.010000,-144.5678,180,0,0.000000,-144.5414,180,0,0.010000
1101,-144.5796,180,0,0.010000,-144.2201,180,0,0.300106,-144.6661,180,0,0.074257,-144.5945,180,0,0.010000,-144.5338,180,0,0.000000,-144.5649,180,0,0.010000
1102,-144.6469,180,0,0.010000,-144.2834,180,0,0.299778,-144.5931,180,0,0.074081,-144.5388,180,0,0.010000,-144.5478,180,0,0.000000,-144.6042,180,0,0.010000
1103,-144.5829,180,0,0.010000,-144.2649,180,0,0.299450,-144.6019,180,0,0.073907,-144.5965,180,0,0.010000,-144.5503,180,0,0.000000,-144.6021,180,0,0.010000
1104,-144.6559,180,0,0.010000,-144.2186,180,0,0.299123,-144.6135,180,0,0.073732,-144.6048,180,0,0.010000,-144.5966,180,0,0.000000,-144.6318,180,0,0.010000
1105,-144.6357,180,0,0.010000,-144.1695,180,0,0.298796,-144.6872,180,0,0.073558,-144.5675,180,0,0.010000,-144.5300,180,0,0.000000,-144.5802,180,0,0.010000
1106,-144.6010,180,0,0.010000,-144.1980,180,0,0.298470,-144.5730,180,0,0.073385,-144.5742,180,0,0.010000,-144.5938,180,0,0.000000,-144.5116,180,0,0.010000
1107,-144.5555,180,0,0.010000,-144.1640,180,0,0.298144,-144.5785,180,0,0.073212,-144.5374,180,0,0.010000,-144.5926,180,0,0.000000,-144.5386,180,0,0.010000
1108,-144.6226,180,0,0.010000,-144.1937,180,0,0.297818,-144.4945,180,0,0.073039,-144.5396,180,0,0.010000,-144.6432,180,0,0.000000,-144.5982,180,0,0.010000
1109,-144.5436,180,0,0.010000,-144.2582,180,0,0.297493,-144.6032,180,0,0.072867,-144.5719,180,0,0.010000,-144.5562,180,0,0.000000,-144.5671,180,0,0.010000
1110,-144.5255,180,0,0.010000,-144.2933,180,0,0.297168,-144.6443,180,0,0.072695,-144.6606,180,0,0.010000,-144.5896,180,0,0.000000,-144.5616,180,0,0.010000
1111,-144.5589,180,0,0.010000,-144.2054,180,0,0.296843,-144.6154,180,0,0.072523,-144.5392,180,0,0.010000,-144.6184,180,0,0.000000,-144.5795,180,0,0.010000
1112,-144.5425,180,0,0.010000,-144.2084,180,0,0.296519,-144.5474,180,0,0.072352,-144.6604,180,0,0.010000,-144.5729,180,0,0.000000,-144.5584,180,0,0.010000
1113,-144.5651,180,0,0.010000,-144.2019,180,0,0.296195,-144.5615,180,0,0.072182,-144.5773,180,0,0.010000,-144.6305,180,0,0.000000,-144.5703,180,0,0.010000
1114,-144.5995,180,0,0.010000,-144.1786,180,0,0.295871,-144.6248,180,0,0.072011,-144.5581,180,0,0.010000,-144.5433,180,0,0.000000,-144.5062,180,0,0.010000
1115,-144.5800,180,0,0.010000,-144.2411,180,0,0.295548,-144.5630,180,0,0.071842,-144.5944,180,0,0.010000,-144.5075,180,0,0.000000,-144.5988,180,0,0.010000
1116,-144.6410,180,0,0.010000,-144.2045,180,0,0.295225,-144.5478,180,0,0.071672,-144.5867,180,0,0.010000,-144.5602,180,0,0.000000,-144.6017,180,0,0.010000
1117,-144.6144,180,0,0.010000,-144.2075,180,0,0.294902,-144.5714,180,0,0.071503,-144.5534,180,0,0.010000,-144.5112,180,0,0.000000,-144.5671,180,0,0.010000
1118,-144.5574,180,0,0.010000,-144.2338,180,0,0.294580,-144.6038,180,0,0.071334,-144.5740,180,0,0.010000,-144.5823,180,0,0.000000,-144.5740,180,0,0.010000
1119,-144.6201,180,0,0.010000,-144.1889,180,0,0.294258,-144.5440,180,0,0.071166,-144.5696,180,0,0.010000,-144.6216,180,0,0.000000,-144.5600,180,0,0.010000
1120,-144.5796,180,0,0.010000,-144.2799,180,0,0.293937,-144.5684,180,0,0.070998,-144.5468,180,0,0.010000,-144.5469,180,0,0.000000,-144.5618,180,0,0.010000
1121,-144.6969,180,0,0.010000,-144.1544,180,0,0.293616,-144.5612,180,0,0.070831,-144.6039,180,0,0.010000,-144.5687,180,0,0.000000,-144.6360,180,0,0.010000
1122,-144.5405,180,0,0.010000,-144.2305,180,0,0.293295,-144.5396,180,0,0.070664,-144.5845,180,0,0.010000,-144.6047,180,0,0.000000,-144.5708,180,0,0.010000
1123,-144.5915,180,0,0.010000,-144.1755,180,0,0.292974,-144.5641,180,0,0.070497,-144.6266,180,0,0.010000,-144.6235,180,0,0.000000,-144.5557,180,0,0.010000
1124,-144.5528,180,0,0.010000,-144.3034,180,0,0.292654,-144.5563,180,0,0.070331,-144.6500,180,0,0.010000,-144.6126,180,0,0.000000,-144.5525,180,0,0.010000
1125,-144.6271,180,0,0.010000,-144.2169,180,0,0.292334,-144.5210,180,0,0.070165,-144.5836,180,0,0.010000,-144.5583,180,0,0.000000,-144.6127,180,0,0.010000
1126,-144.6051,180,0,0.010000,-144.2431,180,0,0.292015,-144.6008,180,0,0.069999,-144.5537,180,0,0.010000,-144.6080,180,0,0.000000,-144.5820,180,0,0.010000
1127,-144.5862,180,0,0.010000,-144.1928,180,0,0.291696,-144.5390,180,0,0.069834,-144.5279,180,0,0.010000,-144.6286,180,0,0.000000,-144.5385,180,0,0.010000
1128,-144.6214,180,0,0.010000,-144.1934,180,0,0.291377,-144.5784,180,0,0.069669,-144.6139,180,0,0.010000,-144.5418,180,0,0.000000,-144.5631,180,0,0.010000
1129,-144.6101,180,0,0.010000,-144.2035,180,0,0.291059,-144.6342,180,0,0.069505,-144.6088,180,0,0.010000,-144.6437,180,0,0.000000,-144.5309,180,0,0.010000
1130,-144.5504,180,0,0.010000,-144.2848,180,0,0.290741,-144.6233,180,0,0.069341,-144.5892,180,0,0.010000,-144.5775,180,0,0.000000,-144.5830,180,0,0.010000
1131,-144.6429,180,0,0.010000,-144.2849,180,0,0.290423,-144.5239,180,0,0.069178,-144.5590,180,0,0.010000,-144.5974,180,0,0.000000,-144.5824,180,0,0.010000
1132,-144.5942,180,0,0.010000,-144.1721,180,0,0.290106,-144.5715,180,0,0.069014,-144.5954,180,0,0.010000,-144.5787,180,0,0.000000,-144.5711,180,0,0.010000
1133,-144.5501,180,0,0.010000,-144.1938,180,0,0.289789,-144.5854,180,0,0.068852,-144.5076,180,0,0.010000,-144.6033,180,0,0.000000,-144.5613,180,0,0.010000
1134,-144.5792,180,0,0.010000,-144.1610,180,0,0.289472,-144.5963,180,0,0.068689,-144.5892,180,0,0.010000,-144.5632,180,0,0.000000,-144.5819,180,0,0.010000
1135,-144.5865,180,0,0.010000,-144.1630,180,0,0.289156,-144.5846,180,0,0.068527,-144.5791,180,0,0.010000,-144.5683,180,0,0.000000,-144.5719,180,0,0.010000
1136,-144.6395,180,0,0.010000,-144.2941,180,0,0.288840,-144.5516,180,0,0.068365,-144.5137,180,0,0.010000,-144.6457,180,0,0.000000,-144.6031,180,0,0.010000
1137,-144.5197,180,0,0.010000,-144.1687,180,0,0.288525,-144.6153,180,0,0.068204,-144.5620,180,0,0.010000,-144.5444,180,0,0.000000,-144.5610,180,0,0.010000
1138,-144.4999,180,0,0.010000,-144.2635,180,0,0.288209,-144.6109,180,0,0.068043,-144.5767,180,0,0.010000,-144.5542,180,0,0.000000,-144.5928,180,0,0.010000
1139,-144.5333,180,0,0.010000,-144.2660,180,0,0.287894,-144.5986,180,0,0.067883,-144.6037,180,0,0.010000,-144.6424,180,0,0.000000,-144.5742,180,0,0.010000
1140,-144.5968,180,0,0.010000,-144.2101,180,0,0.287580,-144.5821,180,0,0.067723,-144.5663,180,0,0.010000,-144.6151,180,0,0.000000,-144.6015,180,0,0.010000
1141,-144.5602,180,0,0.010000,-144.2183,180,0,0.287266,-144.6527,180,0,0.067563,-144.6086,180,0,0.010000,-144.5434,180,0,0.000000,-144.5523,180,0,0.010000
1142,-144.5781,180,0,0.010000,-144.2496,180,0,0.286952,-144.5534,180,0,0.067404,-144.5342,180,0,0.010000,-144.6442,180,0,0.000000,-144.5321,180,0,0.010000
1143,-144.6543,180,0,0.010000,-144.1504,180,0,0.286638,-144.5958,180,0,0.067245,-144.5957,180,0,0.010000,-144.5605,180,0,0.000000,-144.5753,180,0,0.010000
1144,-144.5938,180,0,0.010000,-144.1969,180,0,0.286325,-144.6239,180,0,0.067086,-144.6198,180,0,0.010000,-144.6082,180,0,0.000000,-144.6041,180,0,0.010000
1145,-144.6121,180,0,0.010000,-144.2337,180,0,0.286012,-144.5312,180,0,0.066928,-144.6049,180,0,0.010000,-144.5937,180,0,0.000000,-144.6075,180,0,0.010000
1146,-144.5837,180,0,0.010000,-144.2265,180,0,0.285700,-144.5515,180,0,0.066770,-144.5635,180,0,0.010000,-144.5732,180,0,0.000000,-144.5589,180,0,0.010000
1147,-144.6620,180,0,0.010000,-144.2379,180,0,0.285388,-144.6151,180,0,0.066612,-144.5363,180,0,0.010000,-144.6125,180,0,0.000000,-144.5800,180,0,0.010000
1148,-144.6727,180,0,0.010000,-144.1990,180,0,0.285076,-144.5430,180,0,0.066455,-144.5791,180,0,0.010000,-144.6326,180,0,0.000000,-144.5909,180,0,0.010000
1149,-144.5950,180,0,0.010000,-144.2244,180,0,0.284764,-144.5844,180,0,0.066298,-144.5877,180,0,0.010000,-144.5097,180,0,0.000000,-144.5698,180,0,0.010000
1150,-144.5968,180,0,0.010000,-144.1602,180,0,0.284453,-144.5716,180,0,0.066142,-144.5953,180,0,0.010000,-144.5587,180,0,0.000000,-144.5518,180,0,0.010000
1151,-144.5907,180,0,0.010000,-144.2530,180,0,0.284142,-144.5345,180,0,0.065986,-144.5658,180,0,0.010000,-144.5761,180,0,0.000000,-144.5144,180,0,0.010000
1152,-144.5858,180,0,0.010000,-144.1818,180,0,0.283832,-144.6095,180,0,0.065830,-144.5625,180,0,0.010000,-144.5486,180,0,0.000000,-144.5408,180,0,0.010000
1153,-144.6120,180,0,0.010000,-144.2030,180,0,0.283522,-144.5910,180,0,0.065675,-144.5375,180,0,0.010000,-144.5573,180,0,0.000000,-144.5715,180,0,0.010000
1154,-144.6238,180,0,0.010000,-144.1906,180,0,0.283212,-144.5041,180,0,0.065520,-144.5653,180,0,0.010000,-144.6192,180,0,0.000000,-144.6069,180,0,0.010000
1155,-144.6142,180,0,0.010000,-144.1612,180,0,0.282903,-144.5480,180,0,0.065366,-144.5031,180,0,0.010000,-144.5424,180,0,0.000000,-144.6541,180,0,0.010000
1156,-144.6197,180,0,0.010000,-144.2741,180,0,0.282593,-144.5837,180,0,0.065211,-144.5491,180,0,0.010000,-144.5295,180,0,0.000000,-144.5375,180,0,0.010000
1157,-144.5803,180,0,0.010000,-144.2447,180,0,0.282285,-144.5429,180,0,0.065058,-144.5754,180,0,0.010000,-144.5938,180,0,0.000000,-144.5585,180,0,0.010000
1158,-144.5857,180,0,0.010000,-144.1462,180,0,0.281976,-144.5769,180,0,0.064904,-144.5666,180,0,0.010000,-144.5371,180,0,0.000000,-144.5649,180,0,0.010000
1159,-144.5371,180,0,0.010000,-144.1818,180,0,0.281668,-144.6173,180,0,0.064751,-144.5842,180,0,0.010000,-144.6004,180,0,0.000000,-144.5867,180,0,0.010000
1160,-144.5340,180,0,0.010000,-144.2378,180,0,0.281360,-144.6005,180,0,0.064598,-144.5192,180,0,0.010000,-144.5657,180,0,0.000000,-144.5365,180,0,0.010000
1161,-144.5900,180,0,0.010000,-144.1884,180,0,0.281053,-144.5688,180,0,0.064446,-144.5617,180,0,0.010000,-144.6208,180,0,0.000000,-144.6258,180,0,0.010000
1162,-144.5520,180,0,0.010000,-144.1959,180,0,0.280746,-144.5010,180,0,0.064294,-144.5601,180,0,0.010000,-144.5807,180,0,0.000000,-144.5686,180,0,0.010000
1163,-144.5576,180,0,0.010000,-144.1602,180,0,0.280439,-144.6223,180,0,0.064142,-144.6158,180,0,0.010000,-144.6455,180,0,0.000000,-144.5919,180,0,0.010000
1164,-144.5834,180,0,0.010000,-144.2705,180,0,0.280133,-144.6235,180,0,0.063991,-144.5468,180,0,0.010000,-144.5610,180,0,0.000000,-144.5346,180,0,0.010000
1165,-144.6645,180,0,0.010000,-144.1784,180,0,0.279827,-144.5735,180,0,0.063840,-144.6439,180,0,0.010000,-144.5530,180,0,0.000000,-144.5702,180,0,0.010000
