episode,qlearning_reward,qlearning_length,qlearning_success,qlearning_eps,prospect_reward,prospect_length,prospect_success,prospect_eps,sarsa_reward,sarsa_length,sarsa_success,sarsa_eps,double_q_reward,double_q_length,double_q_success,double_q_eps,ucb_reward,ucb_length,ucb_success,ucb_eps,expected_sarsa_reward,expected_sarsa_length,expected_sarsa_success,expected_sarsa_eps
11236,-144.7962,180,0,0.010000,-144.0323,180,0,0.010000,-144.8723,180,0,0.010000,-144.6270,180,0,0.010000,46.1427,42,1,0.000000,-144.7246,180,0,0.010000
11237,-144.8696,180,0,0.010000,-144.0447,180,0,0.010000,-144.8352,180,0,0.010000,-144.6608,180,0,0.010000,54.1907,32,1,0.000000,-144.7522,180,0,0.010000
11238,-144.7724,180,0,0.010000,-144.0288,180,0,0.010000,-144.6067,180,0,0.010000,-144.1655,180,0,0.010000,30.0396,62,1,0.000000,-144.7595,180,0,0.010000
11239,-144.8560,180,0,0.010000,-144.0288,180,0,0.010000,-144.5955,180,0,0.010000,-144.5057,180,0,0.010000,40.4937,49,1,0.000000,-144.7745,180,0,0.010000
11240,-144.8136,180,0,0.010000,-144.0323,180,0,0.010000,-144.7612,180,0,0.010000,-144.6827,180,0,0.010000,32.4481,59,1,0.000000,-144.7120,180,0,0.010000
11241,-144.7302,180,0,0.010000,-144.0362,180,0,0.010000,-144.7058,180,0,0.010000,-144.6924,180,0,0.010000,46.1338,42,1,0.000000,-144.7111,180,0,0.010000
11242,-144.7070,180,0,0.010000,-144.0299,180,0,0.010000,-144.5629,180,0,0.010000,-144.7335,180,0,0.010000,46.9769,41,1,0.000000,-144.7297,180,0,0.010000
11243,-144.8004,180,0,0.010000,-144.0333,180,0,0.010000,-144.6851,180,0,0.010000,-144.2163,180,0,0.010000,-105.9981,132,0,0.000000,-144.5987,180,0,0.010000
11244,-144.7471,180,0,0.010000,-144.0288,180,0,0.010000,-144.8573,180,0,0.010000,-144.6118,180,0,0.010000,13.1815,83,1,0.000000,-144.7553,180,0,0.010000
11245,-144.7945,180,0,0.010000,-144.0288,180,0,0.010000,-144.7790,180,0,0.010000,-144.6967,180,0,0.010000,10.0693,87,1,0.000000,-144.7364,180,0,0.010000
11246,-144.8568,180,0,0.010000,-144.0299,180,0,0.010000,-144.8326,180,0,0.010000,-144.7070,180,0,0.010000,-144.4666,180,0,0.000000,-144.7118,180,0,0.010000
11247,-144.6377,180,0,0.010000,-144.0333,180,0,0.010000,-144.7411,180,0,0.010000,-144.7367,180,0,0.010000,30.8769,61,1,0.000000,-144.6914,180,0,0.010000
11248,-144.6355,180,0,0.010000,-144.0333,180,0,0.010000,-144.8419,180,0,0.010000,-144.6780,180,0,0.010000,-131.6034,164,0,0.000000,-144.6809,180,0,0.010000
11249,-144.7349,180,0,0.010000,-144.0309,180,0,0.010000,-144.7469,180,0,0.010000,-144.6165,180,0,0.010000,51.7700,35,1,0.000000,-144.6661,180,0,0.010000
11250,-144.7388,180,0,0.010000,-144.0288,180,0,0.010000,-144.8177,180,0,0.010000,-144.5692,180,0,0.010000,36.5027,54,1,0.000000,-144.7724,180,0,0.010000
11251,-144.7885,180,0,0.010000,-144.0447,180,0,0.010000,-144.7331,180,0,0.010000,-144.6786,180,0,0.010000,54.1944,32,1,0.000000,-144.7402,180,0,0.010000
11252,-144.7361,180,0,0.010000,-144.0402,180,0,0.010000,-144.6194,180,0,0.010000,-144.7206,180,0,0.010000,46.1549,42,1,0.000000,-144.6966,180,0,0.010000
11253,-144.7958,180,0,0.010000,-144.0323,180,0,0.010000,-144.5439,180,0,0.010000,-144.7165,180,0,0.010000,1.2291,98,1,0.000000,-144.7467,180,0,0.010000
11254,-144.7765,180,0,0.010000,-144.0299,180,0,0.010000,-144.7846,180,0,0.010000,-144.5653,180,0,0.010000,38.9101,51,1,0.000000,-144.7369,180,0,0.010000
11255,-144.7200,180,0,0.010000,-144.0362,180,0,0.010000,-144.7246,180,0,0.010000,-144.7226,180,0,0.010000,45.3337,43,1,0.000000,-144.6863,180,0,0.010000
11256,-144.8140,180,0,0.010000,-144.0288,180,0,0.010000,-144.7770,180,0,0.010000,-144.6587,180,0,0.010000,50.9648,36,1,0.000000,-144.7372,180,0,0.010000
11257,-144.8004,180,0,0.010000,-144.0299,180,0,0.010000,-144.8453,180,0,0.010000,-144.5701,180,0,0.010000,49.3677,38,1,0.000000,-144.7743,180,0,0.010000
11258,-144.8383,180,0,0.010000,-144.0407,180,0,0.010000,-144.8731,180,0,0.010000,-144.6323,180,0,0.010000,-144.4219,180,0,0.000000,-106.9550,133,0,0.010000
11259,-144.7730,180,0,0.010000,-144.0299,180,0,0.010000,-144.8138,180,0,0.010000,-144.6183,180,0,0.010000,50.1549,37,1,0.000000,-144.7401,180,0,0.010000
11260,-144.7565,180,0,0.010000,-144.0299,180,0,0.010000,-144.7883,180,0,0.010000,-144.6602,180,0,0.010000,42.1094,47,1,0.000000,-144.7226,180,0,0.010000
11261,-144.7210,180,0,0.010000,-144.0323,180,0,0.010000,-144.6846,180,0,0.010000,-144.6721,180,0,0.010000,41.3268,48,1,0.000000,-144.7921,180,0,0.010000
11262,-144.8317,180,0,0.010000,-144.0323,180,0,0.010000,-144.7244,180,0,0.010000,-144.6765,180,0,0.010000,45.3424,43,1,0.000000,-144.6977,180,0,0.010000
11263,-144.7602,180,0,0.010000,-144.0492,180,0,0.010000,-144.6646,180,0,0.010000,-144.7413,180,0,0.010000,46.1480,42,1,0.000000,-144.7129,180,0,0.010000
11264,-144.8298,180,0,0.010000,-144.0362,180,0,0.010000,-144.5952,180,0,0.010000,-144.6986,180,0,0.010000,50.1626,37,1,0.000000,-144.7094,180,0,0.010000
11265,-144.7730,180,0,0.010000,-144.0447,180,0,0.010000,-144.6876,180,0,0.010000,-144.7129,180,0,0.010000,50.1662,37,1,0.000000,-144.7400,180,0,0.010000
11266,-144.6826,180,0,0.010000,-144.0288,180,0,0.010000,-144.7422,180,0,0.010000,-144.5083,180,0,0.010000,-13.1816,116,1,0.000000,-144.7856,180,0,0.010000
11267,-144.7268,180,0,0.010000,-144.0288,180,0,0.010000,-144.7879,180,0,0.010000,-144.6340,180,0,0.010000,45.3297,43,1,0.000000,-144.7291,180,0,0.010000
11268,-144.6786,180,0,0.010000,-144.0373,180,0,0.010000,-144.6859,180,0,0.010000,-144.6622,180,0,0.010000,-144.4448,180,0,0.000000,-144.7678,180,0,0.010000
11269,-144.6942,180,0,0.010000,-144.0397,180,0,0.010000,-144.6302,180,0,0.010000,-144.6825,180,0,0.010000,49.3462,38,1,0.000000,-144.7816,180,0,0.010000
11270,-144.7148,180,0,0.010000,-144.0362,180,0,0.010000,-144.6741,180,0,0.010000,-144.7039,180,0,0.010000,48.5437,39,1,0.000000,-144.6504,180,0,0.010000
11271,-144.7574,180,0,0.010000,-144.0362,180,0,0.010000,-144.7440,180,0,0.010000,-144.6586,180,0,0.010000,46.9524,41,1,0.000000,-144.7441,180,0,0.010000
11272,-144.7198,180,0,0.010000,-140.0408,175,0,0.010000,-144.7150,180,0,0.010000,-144.6845,180,0,0.010000,45.3228,43,1,0.000000,-144.7415,180,0,0.010000
11273,-144.7443,180,0,0.010000,-144.0344,180,0,0.010000,-144.6722,180,0,0.010000,-144.6858,180,0,0.010000,38.8937,51,1,0.000000,-144.7140,180,0,0.010000
11274,-144.7324,180,0,0.010000,-144.0323,180,0,0.010000,-144.4974,180,0,0.010000,-144.6964,180,0,0.010000,48.5686,39,1,0.000000,-144.6836,180,0,0.010000
11275,-144.7546,180,0,0.010000,-144.0288,180,0,0.010000,-144.6521,180,0,0.010000,-144.7141,180,0,0.010000,45.3379,43,1,0.000000,-144.6863,180,0,0.010000
11276,-144.7210,180,0,0.010000,-144.0323,180,0,0.010000,-144.8022,180,0,0.010000,-144.6751,180,0,0.010000,50.1549,37,1,0.000000,-144.7113,180,0,0.010000
11277,-144.7712,180,0,0.010000,-144.0299,180,0,0.010000,-144.6929,180,0,0.010000,-144.7021,180,0,0.010000,41.3058,48,1,0.000000,-144.6847,180,0,0.010000
11278,-144.7709,180,0,0.010000,-144.0288,180,0,0.010000,-144.6862,180,0,0.010000,-144.7424,180,0,0.010000,48.5638,39,1,0.000000,-144.7077,180,0,0.010000
11279,-144.6956,180,0,0.010000,-144.0288,180,0,0.010000,-144.7413,180,0,0.010000,-144.6988,180,0,0.010000,28.4310,64,1,0.000000,-144.7167,180,0,0.010000
11280,-144.7345,180,0,0.010000,-144.0333,180,0,0.010000,-144.7400,180,0,0.010000,-144.6566,180,0,0.010000,16.4761,79,1,0.000000,-144.7470,180,0,0.010000
11281,-144.7454,180,0,0.010000,-144.0344,180,0,0.010000,-144.6802,180,0,0.010000,-144.7664,180,0,0.010000,46.9737,41,1,0.000000,-144.7225,180,0,0.010000
11282,-144.7538,180,0,0.010000,-144.0299,180,0,0.010000,-144.6586,180,0,0.010000,-144.6108,180,0,0.010000,39.6997,50,1,0.000000,-144.7363,180,0,0.010000
11283,-144.7871,180,0,0.010000,-144.0323,180,0,0.010000,-144.7575,180,0,0.010000,-144.6251,180,0,0.010000,46.9306,41,1,0.000000,-144.7105,180,0,0.010000
11284,-144.7813,180,0,0.010000,-144.0323,180,0,0.010000,-144.5805,180,0,0.010000,-144.6882,180,0,0.010000,45.3457,43,1,0.000000,-144.7435,180,0,0.010000
11285,-144.7658,180,0,0.010000,-144.0471,180,0,0.010000,-144.6203,180,0,0.010000,-144.7003,180,0,0.010000,15.7341,80,1,0.000000,-144.7215,180,0,0.010000
11286,-144.6927,180,0,0.010000,-144.0362,180,0,0.010000,-144.6752,180,0,0.010000,-144.6478,180,0,0.010000,48.5922,39,1,0.000000,-144.7368,180,0,0.010000
11287,-144.7155,180,0,0.010000,-144.0373,180,0,0.010000,-144.5941,180,0,0.010000,-144.6467,180,0,0.010000,51.7700,35,1,0.000000,-144.6147,180,0,0.010000
11288,-144.7319,180,0,0.010000,-144.0288,180,0,0.010000,-144.7707,180,0,0.010000,-144.5941,180,0,0.010000,44.5240,44,1,0.000000,-144.7050,180,0,0.010000
11289,-144.8061,180,0,0.010000,-144.0431,180,0,0.010000,-144.6470,180,0,0.010000,-144.7689,180,0,0.010000,38.9477,51,1,0.000000,-144.7732,180,0,0.010000
11290,-144.6829,180,0,0.010000,-144.0309,180,0,0.010000,-144.6945,180,0,0.010000,-144.6044,180,0,0.010000,45.3426,43,1,0.000000,-144.7206,180,0,0.010000
11291,-144.7313,180,0,0.010000,-144.0333,180,0,0.010000,-144.7076,180,0,0.010000,-144.6802,180,0,0.010000,38.8865,51,1,0.000000,-144.7342,180,0,0.010000
11292,-144.7816,180,0,0.010000,-144.0299,180,0,0.010000,-144.6782,180,0,0.010000,-144.6789,180,0,0.010000,53.3791,33,1,0.000000,-144.6908,180,0,0.010000
11293,-144.7865,180,0,0.010000,-144.0288,180,0,0.010000,-144.6944,180,0,0.010000,-144.6680,180,0,0.010000,46.1657,42,1,0.000000,-144.6676,180,0,0.010000
11294,-144.7367,180,0,0.010000,-144.0357,180,0,0.010000,-144.6968,180,0,0.010000,-144.6700,180,0,0.010000,31.6846,60,1,0.000000,-144.7563,180,0,0.010000
11295,-144.7632,180,0,0.010000,-144.0333,180,0,0.010000,-144.7338,180,0,0.010000,-144.6707,180,0,0.010000,35.7502,55,1,0.000000,-144.7390,180,0,0.010000
11296,-144.7892,180,0,0.010000,-144.0323,180,0,0.010000,-144.7205,180,0,0.010000,-144.5968,180,0,0.010000,31.6412,60,1,0.000000,-144.7089,180,0,0.010000
11297,-144.8141,180,0,0.010000,-144.0397,180,0,0.010000,-144.5993,180,0,0.010000,-144.6612,180,0,0.010000,35.6931,55,1,0.000000,-144.7627,180,0,0.010000
11298,-144.7922,180,0,0.010000,-144.0323,180,0,0.010000,-144.6722,180,0,0.010000,-144.6755,180,0,0.010000,52.5869,34,1,0.000000,-144.7382,180,0,0.010000
11299,-144.8196,180,0,0.010000,-144.0362,180,0,0.010000,-144.4964,180,0,0.010000,-144.4035,180,0,0.010000,39.6891,50,1,0.000000,-144.7438,180,0,0.010000
11300,-144.8272,180,0,0.010000,-144.0288,180,0,0.010000,-144.7174,180,0,0.010000,-144.6509,180,0,0.010000,43.7294,45,1,0.000000,-144.5451,180,0,0.010000
11301,-144.7202,180,0,0.010000,-144.0373,180,0,0.010000,-144.7088,180,0,0.010000,-144.5615,180,0,0.010000,-144.5789,180,0,0.000000,-144.6863,180,0,0.010000
11302,-144.7631,180,0,0.010000,-144.0299,180,0,0.010000,-144.6839,180,0,0.010000,-144.4930,180,0,0.010000,45.3337,43,1,0.000000,-144.7486,180,0,0.010000
11303,-144.7372,180,0,0.010000,-144.0288,180,0,0.010000,-144.6119,180,0,0.010000,-144.5625,180,0,0.010000,53.3791,33,1,0.000000,-144.7249,180,0,0.010000
11304,-144.7819,180,0,0.010000,-144.0309,180,0,0.010000,-144.5719,180,0,0.010000,-144.6206,180,0,0.010000,48.5471,39,1,0.000000,-144.7041,180,0,0.010000
11305,-144.8016,180,0,0.010000,-144.0299,180,0,0.010000,-144.5123,180,0,0.010000,-144.7347,180,0,0.010000,40.5201,49,1,0.000000,-144.7325,180,0,0.010000
11306,-144.7099,180,0,0.010000,-144.0299,180,0,0.010000,-144.5732,180,0,0.010000,-144.6253,180,0,0.010000,41.2905,48,1,0.000000,-144.6515,180,0,0.010000
11307,-144.7316,180,0,0.010000,-144.0362,180,0,0.010000,-144.5417,180,0,0.010000,-144.7574,180,0,0.010000,45.3521,43,1,0.000000,-144.5808,180,0,0.010000
11308,-144.7257,180,0,0.010000,-144.0288,180,0,0.010000,-144.6839,180,0,0.010000,-144.6146,180,0,0.010000,24.4791,69,1,0.000000,-144.7764,180,0,0.010000
11309,-144.7491,180,0,0.010000,-144.0383,180,0,0.010000,-144.7184,180,0,0.010000,-144.6131,180,0,0.010000,46.1461,42,1,0.000000,-144.6771,180,0,0.010000
11310,-144.7283,180,0,0.010000,-144.0362,180,0,0.010000,-144.7030,180,0,0.010000,-144.5831,180,0,0.010000,26.9042,66,1,0.000000,-144.7808,180,0,0.010000
11311,-144.7433,180,0,0.010000,-144.0323,180,0,0.010000,-144.6689,180,0,0.010000,-144.6180,180,0,0.010000,46.9414,41,1,0.000000,-144.7273,180,0,0.010000
11312,-144.7494,180,0,0.010000,-144.0299,180,0,0.010000,-144.6927,180,0,0.010000,-144.6223,180,0,0.010000,50.1602,37,1,0.000000,-144.7849,180,0,0.010000
11313,-144.7286,180,0,0.010000,-144.0288,180,0,0.010000,-144.6007,180,0,0.010000,-144.5457,180,0,0.010000,47.7416,40,1,0.000000,-144.7291,180,0,0.010000
11314,-144.8360,180,0,0.010000,-144.0323,180,0,0.010000,-144.7541,180,0,0.010000,-144.4737,180,0,0.010000,-144.4389,180,0,0.000000,-144.7951,180,0,0.010000
11315,-144.7461,180,0,0.010000,-144.0288,180,0,0.010000,-144.4976,180,0,0.010000,-144.4421,180,0,0.010000,-144.3900,180,0,0.000000,-144.7345,180,0,0.010000
11316,-144.7800,180,0,0.010000,-144.0288,180,0,0.010000,-144.5510,180,0,0.010000,-144.4719,180,0,0.010000,41.3231,48,1,0.000000,-144.7290,180,0,0.010000
11317,-144.7800,180,0,0.010000,-144.0362,180,0,0.010000,-144.7280,180,0,0.010000,-144.4356,180,0,0.010000,50.9738,36,1,0.000000,-144.7066,180,0,0.010000
11318,-144.8147,180,0,0.010000,-144.0362,180,0,0.010000,-144.6146,180,0,0.010000,-144.5460,180,0,0.010000,-8.2947,110,1,0.000000,-144.5581,180,0,0.010000
11319,-144.8532,180,0,0.010000,-144.0323,180,0,0.010000,-144.4665,180,0,0.010000,-144.6020,180,0,0.010000,50.1474,37,1,0.000000,-144.7219,180,0,0.010000
11320,26.8915,66,1,0.010000,-144.0397,180,0,0.010000,-144.6199,180,0,0.010000,-144.7335,180,0,0.010000,42.9056,46,1,0.000000,-144.6730,180,0,0.010000
11321,-144.8655,180,0,0.010000,-144.0344,180,0,0.010000,-144.5957,180,0,0.010000,-144.6527,180,0,0.010000,50.1739,37,1,0.000000,-144.7600,180,0,0.010000
11322,-144.8694,180,0,0.010000,-144.0288,180,0,0.010000,-144.6375,180,0,0.010000,-144.4969,180,0,0.010000,50.9585,36,1,0.000000,-144.7023,180,0,0.010000
11323,-144.7987,180,0,0.010000,-144.0362,180,0,0.010000,-144.5284,180,0,0.010000,-144.6768,180,0,0.010000,47.7416,40,1,0.000000,-144.6717,180,0,0.010000
11324,-144.8753,180,0,0.010000,-144.0383,180,0,0.010000,-144.5310,180,0,0.010000,-144.7035,180,0,0.010000,42.9498,46,1,0.000000,-144.7170,180,0,0.010000
11325,-144.8370,180,0,0.010000,-144.0431,180,0,0.010000,-144.5320,180,0,0.010000,-144.4747,180,0,0.010000,25.2193,68,1,0.000000,-144.7150,180,0,0.010000
11326,-144.8268,180,0,0.010000,-144.0502,180,0,0.010000,-144.7030,180,0,0.010000,-144.6485,180,0,0.010000,46.1230,42,1,0.000000,-144.7238,180,0,0.010000
11327,-144.7891,180,0,0.010000,-144.0457,180,0,0.010000,-144.7094,180,0,0.010000,-144.6558,180,0,0.010000,51.7660,35,1,0.000000,-144.7264,180,0,0.010000
11328,-144.7955,180,0,0.010000,-144.0288,180,0,0.010000,-144.5750,180,0,0.010000,-144.6508,180,0,0.010000,40.5022,49,1,0.000000,-144.7589,180,0,0.010000
11329,-144.8191,180,0,0.010000,-144.0299,180,0,0.010000,-144.6982,180,0,0.010000,-144.1630,180,0,0.010000,43.7112,45,1,0.000000,-144.7174,180,0,0.010000
11330,-144.8332,180,0,0.010000,-144.0323,180,0,0.010000,-144.5689,180,0,0.010000,-144.1653,180,0,0.010000,41.3139,48,1,0.000000,-144.6718,180,0,0.010000
11331,-144.7428,180,0,0.010000,-144.0383,180,0,0.010000,-144.5722,180,0,0.010000,-144.7027,180,0,0.010000,35.6731,55,1,0.000000,-144.7300,180,0,0.010000
11332,-144.8773,180,0,0.010000,-144.0288,180,0,0.010000,-144.6696,180,0,0.010000,-144.1908,180,0,0.010000,38.0975,52,1,0.000000,-144.7524,180,0,0.010000
11333,-144.7434,180,0,0.010000,-144.0442,180,0,0.010000,-144.5905,180,0,0.010000,-144.3003,180,0,0.010000,49.3674,38,1,0.000000,-144.7391,180,0,0.010000
11334,-144.8257,180,0,0.010000,-144.0357,180,0,0.010000,-144.5703,180,0,0.010000,-144.5654,180,0,0.010000,54.1867,32,1,0.000000,-144.6822,180,0,0.010000
11335,-144.8420,180,0,0.010000,-144.0466,180,0,0.010000,-114.2376,142,0,0.010000,-144.6399,180,0,0.010000,-144.4694,180,0,0.000000,-144.7275,180,0,0.010000
11336,-144.8125,180,0,0.010000,-144.0397,180,0,0.010000,-144.6821,180,0,0.010000,-144.1582,180,0,0.010000,38.1097,52,1,0.000000,-144.7076,180,0,0.010000
11337,-144.7628,180,0,0.010000,-144.0447,180,0,0.010000,-144.6165,180,0,0.010000,-144.1988,180,0,0.010000,43.7304,45,1,0.000000,-144.7342,180,0,0.010000
11338,-144.9033,180,0,0.010000,-144.0320,180,0,0.010000,-144.6798,180,0,0.010000,-144.1579,180,0,0.010000,54.1958,32,1,0.000000,-144.7563,180,0,0.010000
11339,-144.8339,180,0,0.010000,-144.0288,180,0,0.010000,-144.6818,180,0,0.010000,-144.1621,180,0,0.010000,42.9240,46,1,0.000000,-144.7281,180,0,0.010000
11340,-144.8259,180,0,0.010000,-144.0299,180,0,0.010000,-144.6777,180,0,0.010000,-144.1501,180,0,0.010000,30.0728,62,1,0.000000,-144.7547,180,0,0.010000
11341,-144.7980,180,0,0.010000,-144.0288,180,0,0.010000,-144.6890,180,0,0.010000,-144.6792,180,0,0.010000,50.9511,36,1,0.000000,-144.6793,180,0,0.010000
11342,-144.8478,180,0,0.010000,-144.0299,180,0,0.010000,-144.7619,180,0,0.010000,-144.6768,180,0,0.010000,54.1867,32,1,0.000000,-144.6784,180,0,0.010000
11343,-144.8436,180,0,0.010000,-144.0447,180,0,0.010000,-144.7399,180,0,0.010000,-144.6533,180,0,0.010000,49.3610,38,1,0.000000,-144.7169,180,0,0.010000
11344,-144.7651,180,0,0.010000,-144.0333,180,0,0.010000,-144.7174,180,0,0.010000,-144.1603,180,0,0.010000,30.0940,62,1,0.000000,-144.7348,180,0,0.010000
11345,-144.8284,180,0,0.010000,-144.0323,180,0,0.010000,-144.5766,180,0,0.010000,-144.1585,180,0,0.010000,37.2949,53,1,0.000000,-144.7439,180,0,0.010000
11346,-144.8434,180,0,0.010000,-144.0442,180,0,0.010000,-144.7161,180,0,0.010000,-144.6096,180,0,0.010000,-144.4546,180,0,0.000000,-144.7260,180,0,0.010000
11347,-144.8054,180,0,0.010000,-144.0373,180,0,0.010000,-144.7502,180,0,0.010000,-144.1530,180,0,0.010000,21.3350,73,1,0.000000,-144.6681,180,0,0.010000
11348,-144.8024,180,0,0.010000,-144.0288,180,0,0.010000,-144.8125,180,0,0.010000,-144.5248,180,0,0.010000,27.6497,65,1,0.000000,-144.6994,180,0,0.010000
11349,-144.8226,180,0,0.010000,-144.0323,180,0,0.010000,-144.6359,180,0,0.010000,-144.7040,180,0,0.010000,51.7831,35,1,0.000000,-144.7923,180,0,0.010000
11350,-144.8379,180,0,0.010000,-144.0431,180,0,0.010000,-144.7181,180,0,0.010000,-144.6410,180,0,0.010000,44.5314,44,1,0.000000,-144.7389,180,0,0.010000
11351,-144.7435,180,0,0.010000,-144.0288,180,0,0.010000,-144.6508,180,0,0.010000,-144.3966,180,0,0.010000,50.9795,36,1,0.000000,-144.6965,180,0,0.010000
11352,-144.7583,180,0,0.010000,-144.0323,180,0,0.010000,-144.6044,180,0,0.010000,-144.5873,180,0,0.010000,52.6100,34,1,0.000000,-144.6992,180,0,0.010000
11353,-144.6478,180,0,0.010000,-144.0362,180,0,0.010000,-144.5339,180,0,0.010000,-144.1687,180,0,0.010000,49.3674,38,1,0.000000,-144.5857,180,0,0.010000
11354,-144.7644,180,0,0.010000,-144.0357,180,0,0.010000,-144.5697,180,0,0.010000,-144.7518,180,0,0.010000,51.7781,35,1,0.000000,-144.7440,180,0,0.010000
11355,-144.7702,180,0,0.010000,-144.0333,180,0,0.010000,-144.5381,180,0,0.010000,-144.1638,180,0,0.010000,38.8976,51,1,0.000000,-144.8185,180,0,0.010000
11356,-144.8499,180,0,0.010000,-144.0333,180,0,0.010000,-144.5911,180,0,0.010000,-144.1538,180,0,0.010000,50.9585,36,1,0.000000,-144.6802,180,0,0.010000
11357,-144.7761,180,0,0.010000,-144.0323,180,0,0.010000,-144.5797,180,0,0.010000,-144.1540,180,0,0.010000,-144.4118,180,0,0.000000,-144.7388,180,0,0.010000
11358,-144.7814,180,0,0.010000,-144.0288,180,0,0.010000,-144.5888,180,0,0.010000,-144.6817,180,0,0.010000,38.1120,52,1,0.000000,-144.7627,180,0,0.010000
11359,-144.7500,180,0,0.010000,-144.0288,180,0,0.010000,-144.6020,180,0,0.010000,-144.1537,180,0,0.010000,-144.4966,180,0,0.000000,-144.7232,180,0,0.010000
11360,-144.6778,180,0,0.010000,-144.0323,180,0,0.010000,-144.6248,180,0,0.010000,-144.1496,180,0,0.010000,42.1127,47,1,0.000000,-144.6721,180,0,0.010000
11361,-144.8232,180,0,0.010000,-144.0407,180,0,0.010000,-144.8487,180,0,0.010000,-144.1596,180,0,0.010000,30.0848,62,1,0.000000,-144.7012,180,0,0.010000
11362,-144.8283,180,0,0.010000,-144.0288,180,0,0.010000,-144.6757,180,0,0.010000,-144.1611,180,0,0.010000,34.8900,56,1,0.000000,-144.7726,180,0,0.010000
11363,-144.7412,180,0,0.010000,-144.0407,180,0,0.010000,-144.6768,180,0,0.010000,-144.6485,180,0,0.010000,40.4990,49,1,0.000000,-144.7748,180,0,0.010000
11364,-144.8353,180,0,0.010000,-144.0323,180,0,0.010000,-144.7653,180,0,0.010000,-144.1643,180,0,0.010000,36.5122,54,1,0.000000,-144.7115,180,0,0.010000
11365,-144.8041,180,0,0.010000,-144.0288,180,0,0.010000,-144.7272,180,0,0.010000,-144.7048,180,0,0.010000,51.7793,35,1,0.000000,-144.7010,180,0,0.010000
11366,-144.7887,180,0,0.010000,-144.0288,180,0,0.010000,-144.5723,180,0,0.010000,-144.1561,180,0,0.010000,37.3050,53,1,0.000000,-144.7355,180,0,0.010000
11367,-144.8390,180,0,0.010000,-144.0397,180,0,0.010000,-144.6848,180,0,0.010000,-144.6942,180,0,0.010000,42.9433,46,1,0.000000,-144.7367,180,0,0.010000
11368,-144.7493,180,0,0.010000,-144.0357,180,0,0.010000,-144.6617,180,0,0.010000,-144.6274,180,0,0.010000,26.0216,67,1,0.000000,-144.6749,180,0,0.010000
11369,-144.7992,180,0,0.010000,-144.0309,180,0,0.010000,-144.6164,180,0,0.010000,-144.5243,180,0,0.010000,26.8429,66,1,0.000000,-144.6639,180,0,0.010000
11370,-144.8364,180,0,0.010000,-144.0288,180,0,0.010000,-144.6126,180,0,0.010000,-144.2115,180,0,0.010000,54.9829,31,1,0.000000,-144.4994,180,0,0.010000
11371,-144.8698,180,0,0.010000,-144.0362,180,0,0.010000,-144.6269,180,0,0.010000,-144.1632,180,0,0.010000,47.7650,40,1,0.000000,-144.7435,180,0,0.010000
11372,-144.8298,180,0,0.010000,-144.0323,180,0,0.010000,-144.6405,180,0,0.010000,-144.6834,180,0,0.010000,47.7586,40,1,0.000000,-144.7260,180,0,0.010000
11373,-144.8811,180,0,0.010000,-144.0362,180,0,0.010000,-144.7219,180,0,0.010000,-144.1684,180,0,0.010000,40.4869,49,1,0.000000,-144.7256,180,0,0.010000
11374,-144.9106,180,0,0.010000,-144.0344,180,0,0.010000,-144.6843,180,0,0.010000,-144.1527,180,0,0.010000,58.2225,27,1,0.000000,-144.6898,180,0,0.010000
11375,-144.8766,180,0,0.010000,-144.0362,180,0,0.010000,-144.6524,180,0,0.010000,-144.1908,180,0,0.010000,46.1583,42,1,0.000000,-144.7508,180,0,0.010000
11376,-144.8761,180,0,0.010000,-144.0442,180,0,0.010000,-144.6475,180,0,0.010000,-144.6681,180,0,0.010000,30.8923,61,1,0.000000,-144.7498,180,0,0.010000
11377,-144.8571,180,0,0.010000,-144.0362,180,0,0.010000,-144.7164,180,0,0.010000,-144.2829,180,0,0.010000,47.7844,40,1,0.000000,-144.7355,180,0,0.010000
11378,-144.9181,180,0,0.010000,-144.0333,180,0,0.010000,-144.6436,180,0,0.010000,-144.6312,180,0,0.010000,42.9453,46,1,0.000000,-144.7641,180,0,0.010000
11379,-144.8289,180,0,0.010000,-144.0288,180,0,0.010000,-144.7199,180,0,0.010000,-144.1554,180,0,0.010000,-144.5240,180,0,0.000000,-144.7211,180,0,0.010000
11380,-144.8688,180,0,0.010000,-144.0431,180,0,0.010000,-144.6734,180,0,0.010000,-144.6848,180,0,0.010000,54.9869,31,1,0.000000,-144.7364,180,0,0.010000
11381,-144.8335,180,0,0.010000,-144.0288,180,0,0.010000,-144.6222,180,0,0.010000,-144.1575,180,0,0.010000,42.9061,46,1,0.000000,-144.7478,180,0,0.010000
11382,-144.7455,180,0,0.010000,-144.0397,180,0,0.010000,-144.6848,180,0,0.010000,-144.6499,180,0,0.010000,44.5328,44,1,0.000000,-144.7369,180,0,0.010000
11383,-144.9035,180,0,0.010000,-144.0299,180,0,0.010000,-144.5870,180,0,0.010000,-144.1601,180,0,0.010000,42.1148,47,1,0.000000,-144.6944,180,0,0.010000
11384,-144.8707,180,0,0.010000,-144.0288,180,0,0.010000,-144.5777,180,0,0.010000,-144.6744,180,0,0.010000,42.9419,46,1,0.000000,-144.7904,180,0,0.010000
11385,-144.8668,180,0,0.010000,-144.0362,180,0,0.010000,-144.6784,180,0,0.010000,-144.5346,180,0,0.010000,50.1623,37,1,0.000000,-144.7614,180,0,0.010000
